"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"2607","The Fighting RoboVikings","197","51.4","1672","1738","10.3","31.1","9.9","0.48","0.49","N/A","N/A","N/A","30-17-1","0.635"
"368","Team Kika Mana","198","51.4","1672","1738","14","29.6","7.7","0.27","0.45","N/A","N/A","N/A","12-4-1","0.735"
"687","The Nerd Herd","199","51.2","1670","1737","14.6","27.8","8.9","0.43","0.45","2023cass","SoCal Showdown","9","42-16-1","0.720"
"16","Bomb Squad","200","51.2","1670","1737","14.9","29.2","7.2","0.43","0.41","N/A","N/A","N/A","35-12-0","0.745"
"20","The Rocketeers","201","51.1","1669","1736","13.9","28.3","8.9","0.39","0.52","N/A","N/A","N/A","22-13-1","0.625"
"4509","Mechanical Bulls","202","51.1","1669","1736","14.5","28.5","8.1","0.45","0.48","N/A","N/A","N/A","35-14-1","0.710"
"1425","Error Code Xero","203","51.1","1668","1736","16.5","28.9","5.8","0.47","0.29","N/A","N/A","N/A","40-21-0","0.656"
"1746","OTTO","204","51.1","1668","1736","12.9","28.9","9.3","0.71","0.37","N/A","N/A","N/A","38-28-1","0.575"
"3688","Norsemen","205","51.1","1668","1736","14.3","28","8.8","0.39","0.45","N/A","N/A","N/A","24-19-1","0.557"
"5010","Tiger Dynasty","206","51.1","1668","1736","11.9","31.2","8","0.47","0.48","N/A","N/A","N/A","38-22-2","0.629"
"6002","ZooBOTix","207","51.1","1668","1735","13.9","28.8","8.4","0.45","0.43","N/A","N/A","N/A","54-26-1","0.673"
"4451","ROBOTZ Garage","208","51","1667","1734","15.3","27.4","8.2","0.66","0.39","N/A","N/A","N/A","47-14-0","0.770"
"5687","The Outliers","209","51","1666","1734","16.3","29.3","5.4","0.64","0.29","N/A","N/A","N/A","41-17-2","0.700"
"1468","Hicksville J-Birds","210","50.9","1666","1734","9.3","32.1","9.5","0.19","0.37","N/A","N/A","N/A","28-11-0","0.718"
"5216","E-Ville Empire","211","50.9","1666","1734","11.5","29.3","10.1","0.27","0.47","N/A","N/A","N/A","43-18-1","0.702"
"4342","Demon Robotics","212","50.9","1666","1734","11.4","31.5","8","0.44","0.36","N/A","N/A","N/A","33-23-1","0.588"
"4635","PrepaTec - Botbusters","213","50.9","1665","1733","13.3","30.3","7.2","0.4","0.21","N/A","N/A","N/A","51-13-0","0.797"
"1339","AngelBotics","214","50.8","1664","1733","14","31.5","5.2","0.88","0.17","N/A","N/A","N/A","35-21-0","0.625"
"4688","Saints Bot","215","50.8","1664","1733","10.8","31.4","8.6","0.43","0.36","N/A","N/A","N/A","19-15-0","0.559"
"1683","Techno Titans","216","50.7","1663","1732","18.1","22.5","10.1","0.36","0.47","N/A","N/A","N/A","46-15-0","0.754"
"8013","Boston Lions","217","50.7","1663","1732","14.2","28.4","8.1","0.39","0.3","N/A","N/A","N/A","34-20-1","0.627"
"2399","The Fighting Unicorns","218","50.6","1662","1731","15","26","9.6","0.13","0.49","N/A","N/A","N/A","25-17-0","0.595"
"1796","RoboTigers","219","50.5","1661","1730","10.7","29.1","10.7","0.28","0.62","N/A","N/A","N/A","41-16-1","0.716"
"2073","EagleForce","220","50.5","1661","1730","15.2","28.8","6.6","0.41","0.41","N/A","N/A","N/A","26-17-1","0.602"
"2147","CHUCK","221","50.5","1661","1730","11.8","30.5","8.2","0.49","0.4","N/A","N/A","N/A","31-20-0","0.608"
"5990","TRIGON","222","50.4","1661","1730","14.7","31.5","4.3","0.29","-0.05","N/A","N/A","N/A","37-23-1","0.615"
"7558","ALT-F4","223","50.4","1660","1729","16.9","25.9","7.6","0.42","0.31","N/A","N/A","N/A","44-17-0","0.721"
"5712","Hemlock's Gray Matter","224","50.4","1660","1729","13.6","30.2","6.6","0.36","0.28","N/A","N/A","N/A","41-21-2","0.656"
"8046","LakerBots","225","50.3","1659","1729","14.5","26.3","9.5","0.48","0.64","N/A","N/A","N/A","37-20-0","0.649"
"1778","Chill Out","226","50.2","1658","1728","14.3","28.3","7.6","0.27","0.3","N/A","N/A","N/A","31-19-1","0.618"
"1671","Buchanan Bird Brains","227","50.2","1658","1728","12.9","30.2","7.1","0.36","0.3","2023cc","Chezy Champs","9","21-12-0","0.636"
"4909","Bionics","228","50.2","1658","1728","15","26.1","9.1","0.47","0.55","N/A","N/A","N/A","39-22-0","0.639"
"3970","Duncan Dynamics","229","50.1","1657","1727","13.2","30.1","6.8","0.51","0.41","N/A","N/A","N/A","20-11-0","0.645"
"5135","Black Unicorns","230","50.1","1657","1727","13.6","27.3","9.2","0.51","0.44","N/A","N/A","N/A","34-26-1","0.566"
"7103","Robo Remedy @ Mantiowoc Lut...","231","50.1","1657","1727","17","24.1","9","0.18","0.29","N/A","N/A","N/A","15-9-0","0.625"
"900","The Zebracorns","232","50.1","1656","1727","15.2","25.8","9.1","0.38","0.45","N/A","N/A","N/A","38-21-1","0.642"
"4903","Mustangs","233","50","1656","1726","15.8","28","6.3","0.46","0.3","N/A","N/A","N/A","35-25-0","0.583"
"2642","Pitt Pirates","234","50","1656","1726","16","26.2","7.8","0.31","0.48","2023varr","Rumble in the Roads","9","39-22-0","0.639"
"7627","Bearcat Robotics","235","50","1656","1726","13.9","26.1","9.9","0.37","0.52","N/A","N/A","N/A","28-19-1","0.594"
"2352","Metal Mayhem","236","49.9","1655","1726","14.5","28.1","7.4","0.15","0.51","N/A","N/A","N/A","18-9-1","0.661"
"3620","Average Joes","237","49.9","1655","1726","12.6","29.9","7.5","0.49","0.16","N/A","N/A","N/A","41-22-0","0.651"
"4336","Ramageddon Robotics","238","49.9","1655","1725","12.2","30.8","7","0.16","0.53","N/A","N/A","N/A","34-14-0","0.708"
"3940","CyberTooth","239","49.9","1654","1725","12","31.3","6.7","0.63","0.39","N/A","N/A","N/A","40-19-0","0.678"
"272","Cyber-Crusaders","240","49.9","1654","1725","16.1","24.5","9.3","0.59","0.6","N/A","N/A","N/A","32-13-1","0.707"
"587","The Hedgehogs","241","49.8","1654","1725","17.6","25.9","6.4","0.4","0.19","N/A","N/A","N/A","43-22-0","0.662"
"8608","Alpha Bots","242","49.8","1654","1725","14.1","24.8","10.9","0.29","0.49","N/A","N/A","N/A","35-12-0","0.745"
"3630","Stampede","243","49.8","1653","1724","13.3","25.7","10.9","0.52","0.52","N/A","N/A","N/A","23-18-0","0.561"
"2470","Team BJORG","244","49.7","1653","1724","15.9","26","7.9","0.24","0.34","N/A","N/A","N/A","13-11-1","0.540"
"4766","Team SCREAM Jr.","245","49.7","1652","1723","10.1","29.6","10","0.29","0.37","N/A","N/A","N/A","32-16-1","0.663"
"85","B.O.B. (Built on Brains)","246","49.7","1652","1723","13.2","29.4","7.1","0.21","0.31","N/A","N/A","N/A","30-26-0","0.536"
"5152","Alotobots","247","49.7","1652","1723","13.8","24.3","11.6","0.39","0.46","N/A","N/A","N/A","32-23-2","0.579"
"4976","Revolt Robotics","248","49.6","1651","1722","11.9","30","7.7","0.45","0.38","N/A","N/A","N/A","37-18-0","0.673"
"1156","Under Control","249","49.5","1651","1722","12.3","29.3","7.9","0.06","0.6","N/A","N/A","N/A","24-7-0","0.774"
"3847","Spectrum   -△◅","250","49.5","1651","1722","13.4","28.7","7.4","0.43","0.3","2023cc","Chezy Champs","9","44-20-0","0.688"
"5013","Trobots","251","49.5","1651","1722","10.1","29.9","9.5","0.46","0.53","N/A","N/A","N/A","20-9-1","0.683"
"9128","ITKAN Robotics","252","49.5","1650","1722","13.6","31.2","4.7","0.33","0","N/A","N/A","N/A","37-26-0","0.587"
"3506","YETI Robotics","253","49.4","1650","1721","13.1","30.4","5.9","0.27","0.36","N/A","N/A","N/A","40-21-3","0.648"
"5232","Talons","254","49.4","1650","1721","7.8","31.3","10.4","0.16","0.6","N/A","N/A","N/A","28-16-0","0.636"
"2200","MMRambotics","255","49.4","1650","1721","16.1","24.4","9","0.49","0.37","N/A","N/A","N/A","39-17-0","0.696"
"3883","Data Bits","256","49.4","1650","1721","10.8","31.1","7.6","0.45","0.31","N/A","N/A","N/A","20-7-0","0.741"
"2067","Apple Pi","257","49.4","1649","1721","12.5","27.4","9.5","0.47","0.36","N/A","N/A","N/A","32-26-1","0.551"
"4329","Lutheran Roboteers","258","49.4","1649","1721","13.6","26","9.7","0.32","0.49","N/A","N/A","N/A","30-14-1","0.678"
"846","The Funky Monkeys","259","49.2","1648","1720","14.1","32.7","2.5","0.22","0.21","2023cc","Chezy Champs","9","16-9-1","0.635"
"2240","Brute Force","260","49.2","1648","1719","10.8","27.9","10.5","0.16","0.61","N/A","N/A","N/A","32-13-0","0.711"
"1684","The Chimeras","261","49.2","1648","1719","11.7","27.4","10.1","0.56","0.39","N/A","N/A","N/A","45-29-0","0.608"
"8177","Vector","262","49.2","1648","1719","13.6","28.8","6.8","0.39","0.21","N/A","N/A","N/A","36-24-2","0.597"
"138","Entropy","263","49.2","1647","1719","12.8","30.1","6.3","0.59","0.3","N/A","N/A","N/A","23-16-2","0.585"
"5736","Kingsmen Robotics","264","49.1","1647","1719","12.5","28.9","7.7","0.48","0.38","N/A","N/A","N/A","18-11-0","0.621"
"3636","Generals","265","49.1","1647","1719","12.8","26.4","9.9","0.33","0.37","N/A","N/A","N/A","39-25-0","0.609"
"8814","BLACKHOLE","266","49","1646","1718","13.6","28.4","7.1","0.05","0.39","N/A","N/A","N/A","8-5-0","0.615"
"5406","Celt-X","267","49","1646","1718","15.1","25.3","8.7","0.51","0.3","N/A","N/A","N/A","34-21-0","0.618"
"1024","Kil-A-Bytes","268","49","1646","1718","14.8","26.6","7.6","0.4","0.49","N/A","N/A","N/A","28-19-0","0.596"
"4253","Raid Zero","269","48.9","1645","1717","12.4","26.5","10","0.29","0.46","N/A","N/A","N/A","36-11-1","0.760"
"2129","Ultraviolet","270","48.9","1645","1717","14.7","26","8.2","0.1","0.41","N/A","N/A","N/A","15-10-0","0.600"
"3061","Huskie Robotics","271","48.8","1644","1716","11.7","26.9","10.3","0.6","0.69","N/A","N/A","N/A","23-19-0","0.548"
"818","The Steel Armadillos 818","272","48.8","1644","1716","15.9","25.6","7.3","0.66","0.25","N/A","N/A","N/A","47-26-0","0.644"
"7258","Robolobos - Hiawatha Colleg...","273","48.8","1644","1716","11","29","8.8","0.19","0.31","N/A","N/A","N/A","18-7-0","0.720"
"324","Chips","274","48.8","1644","1716","9.3","30.1","9.4","0.4","0.5","N/A","N/A","N/A","42-22-0","0.656"
"1391","The Metal Moose","275","48.7","1643","1715","15.3","22","11.5","0.44","0.45","N/A","N/A","N/A","38-24-2","0.609"
"4422","Twisted Angels","276","48.7","1643","1715","12.7","28.4","7.7","0.2","0.51","N/A","N/A","N/A","54-23-1","0.699"
"3494","The Quadrangles","277","48.6","1643","1714","10.5","31.5","6.7","0.41","0.34","N/A","N/A","N/A","22-22-0","0.500"
"7220","Steel Falcons","278","48.6","1643","1714","13.4","27.6","7.6","0.25","0.28","N/A","N/A","N/A","37-22-1","0.625"
"1310","Runnymede Robotics","279","48.5","1642","1714","16.8","21.6","10.2","0.14","0.56","N/A","N/A","N/A","28-21-0","0.571"
"1701","RoboCubs","280","48.5","1642","1714","13.7","24.6","10.3","0.44","0.41","N/A","N/A","N/A","44-28-2","0.608"
"2451","PWNAGE","281","48.5","1641","1713","7.9","32.4","8.2","0.46","0.2","N/A","N/A","N/A","46-16-0","0.742"
"2054","Tech Vikes","282","48.5","1641","1713","13.6","28.5","6.4","0.52","0.38","N/A","N/A","N/A","40-22-0","0.645"
"343","Metal-In-Motion","283","48.4","1641","1713","12.1","27.9","8.5","0.44","0.47","N/A","N/A","N/A","37-26-2","0.585"
"862","Lightning Robotics","284","48.4","1641","1712","11.7","26.2","10.5","0.35","0.55","N/A","N/A","N/A","53-25-0","0.679"
"3534","House of Cards","285","48.3","1641","1712","17.2","25.6","5.6","0.14","0.16","N/A","N/A","N/A","32-24-0","0.571"
"7617","RoboBlazers","286","48.3","1640","1712","13.8","29.4","5.2","0.39","0.31","N/A","N/A","N/A","38-21-2","0.639"
"8724","Mayhem","287","48.3","1640","1711","15","25.8","7.5","0.34","0.44","N/A","N/A","N/A","32-22-0","0.593"
"5411","RoboTalons","288","48.1","1639","1710","12.4","27.5","8.3","0.58","0.29","N/A","N/A","N/A","31-24-0","0.564"
"3572","Wavelength","289","48.1","1639","1710","9.1","29.9","9.2","0.3","0.29","N/A","N/A","N/A","38-20-0","0.655"
"1540","Flaming Chickens","290","48.1","1639","1710","13.5","27.6","7","0.28","0.19","N/A","N/A","N/A","51-32-1","0.613"
"484","Roboforce","291","48","1638","1709","12.2","29.7","6.1","0.3","0.33","N/A","N/A","N/A","38-26-0","0.594"
"4613","Barker Redbacks","292","48","1638","1709","12.7","28.9","6.4","0.6","0.34","N/A","N/A","N/A","62-17-0","0.785"
"3669","CarbonKnights","293","48","1638","1709","14.5","26.6","6.9","0.21","0.32","N/A","N/A","N/A","13-14-0","0.481"
"1493","Falcons","294","48","1638","1709","11.7","25.5","10.8","0.39","0.39","N/A","N/A","N/A","15-11-0","0.577"
"3478","PrepaTec - LamBot","295","48","1638","1709","13.2","26.9","7.8","0.19","0.74","N/A","N/A","N/A","46-17-0","0.730"
"1736","Robot Casserole","296","48","1638","1709","12","30.7","5.3","0.41","0.16","N/A","N/A","N/A","20-7-2","0.724"
"238","Crusaders","297","47.9","1638","1709","13","24.8","10.2","0.43","0.52","N/A","N/A","N/A","29-22-1","0.567"
"401","Copperhead Robotics","298","47.9","1637","1708","13.4","31.7","2.8","0.4","0","2023vabrb","Blue Ridge Brawl","9","42-21-1","0.664"
"449","The Blair Robot Project","299","47.9","1637","1708","13.3","26.3","8.4","0.41","0.39","N/A","N/A","N/A","35-27-0","0.565"
"834","SparTechs","300","47.9","1637","1708","14.9","25.6","7.3","0.51","0.5","N/A","N/A","N/A","34-22-0","0.607"
"610","Crescent Coyotes","301","47.9","1637","1708","13.5","26.1","8.3","0.21","0.49","N/A","N/A","N/A","38-19-1","0.664"
"1501","Team THRUST","302","47.8","1637","1708","15.4","25","7.4","0.2","0.38","N/A","N/A","N/A","46-14-0","0.767"
"5419","Berkelium","303","47.8","1637","1708","13.6","28.3","5.9","0.47","0.37","2023cc","Chezy Champs","9","38-21-1","0.642"
"5907","CC Shambots","304","47.8","1637","1708","15.1","25.1","7.7","0.3","0.63","N/A","N/A","N/A","43-22-0","0.662"
"1073","The Force Team","305","47.8","1637","1708","12.8","27.3","7.7","0.31","0.29","N/A","N/A","N/A","26-18-1","0.589"
"3996","RIKITIK","306","47.8","1637","1707","14","23","10.8","0.06","0.51","N/A","N/A","N/A","18-6-0","0.750"
"3218","Panther Robotics","307","47.8","1636","1707","14.4","20.5","12.8","0.34","0.44","N/A","N/A","N/A","41-23-0","0.641"
"6829","Ignite Robotics","308","47.7","1636","1707","14.7","25.9","7.1","0.31","0.32","N/A","N/A","N/A","34-15-0","0.694"
"6181","Cryptic Cyborgs","309","47.7","1636","1706","11.6","27.2","8.8","0.16","0.27","N/A","N/A","N/A","10-4-0","0.714"
"2485","W.A.R. Lords","310","47.6","1636","1706","14.2","24","9.5","0.29","0.42","N/A","N/A","N/A","14-11-0","0.560"
"2872","CyberCats","311","47.6","1635","1706","17.6","22.4","7.7","0.25","0.58","N/A","N/A","N/A","26-19-0","0.578"
"3604","Goon Squad","312","47.6","1635","1706","15.8","24.3","7.5","0.24","0.25","N/A","N/A","N/A","36-24-1","0.598"
"599","The Robodox","313","47.6","1635","1705","13.1","26.9","7.5","0.06","0.35","2023cass","SoCal Showdown","9","29-21-0","0.580"
"25","Raider Robotix","314","47.5","1635","1705","8.3","31.8","7.4","0.53","0.36","2023njbw","Raritan Valley Science & Technology Showcase","9","48-33-2","0.590"
"2231","OnyxTronix","315","47.5","1635","1705","14.2","24.2","9","0.32","0.51","N/A","N/A","N/A","29-19-0","0.604"
"2881","Lady Cans","316","47.5","1635","1705","11.4","29","7.2","0.28","0.09","N/A","N/A","N/A","34-26-0","0.567"
"5484","Career Academy Robotics - W...","317","47.5","1635","1705","15.3","22","10.2","0.34","0.6","N/A","N/A","N/A","38-23-2","0.619"
"2883","F.R.E.D (FIRST Robotics Eng...","318","47.4","1634","1704","14.7","25.8","7","0.29","0.35","N/A","N/A","N/A","29-15-0","0.659"
"2264","Trojan Robotics","319","47.4","1634","1704","10.4","27.8","9.2","0.14","0.47","N/A","N/A","N/A","24-13-1","0.645"
"1477","Texas Torque","320","47.4","1634","1704","13.9","29.7","3.8","0.45","0.23","N/A","N/A","N/A","32-27-0","0.542"
"4027","Centre Punch","321","47.4","1634","1704","12.1","28.1","7.2","0.3","0.4","N/A","N/A","N/A","11-11-2","0.500"
"1574","MisCar","322","47.3","1634","1703","15.2","24.1","8","0.49","0.34","N/A","N/A","N/A","33-24-0","0.579"
"6560","Charging Champions","323","47.3","1633","1703","14.1","26.8","6.4","0.61","0.39","N/A","N/A","N/A","28-18-0","0.609"
"537","Charger Robotics","324","47.2","1633","1702","10.4","24.7","12.1","0.44","0.63","N/A","N/A","N/A","16-13-0","0.552"
"573","Mech Warriors","325","47.2","1633","1702","15.3","25.1","6.8","0.56","0.25","N/A","N/A","N/A","32-25-1","0.560"
"384","SPARKY 384","326","47.2","1633","1702","15.4","24.3","7.5","0.52","0.29","N/A","N/A","N/A","44-15-1","0.742"
"292","PantherTech","327","47.1","1632","1701","15.1","24.7","7.3","0.41","0.44","N/A","N/A","N/A","30-22-0","0.577"
"6146","Blackjacks","328","47.1","1632","1701","11.7","26.1","9.3","0.11","0.36","N/A","N/A","N/A","17-10-0","0.630"
"6838","X-SHARC","329","47","1632","1701","13.8","25.3","8","0.01","0.42","N/A","N/A","N/A","31-6-1","0.829"
"1466","Webb Robotics","330","47","1632","1701","16.2","23.7","7","0.26","0.42","N/A","N/A","N/A","27-13-1","0.671"
"2990","Hotwire","331","47","1632","1700","13.3","25.2","8.5","0.4","0.45","N/A","N/A","N/A","32-17-1","0.650"
"294","Beach Cities Robotics","332","46.9","1631","1699","12.5","27.5","6.8","0.22","0.26","2023cass","SoCal Showdown","9","17-13-0","0.567"
"360","The Revolution","333","46.9","1631","1699","13.1","26.4","7.3","0.47","0.29","N/A","N/A","N/A","32-27-0","0.542"
"1153","Timberwolves","334","46.8","1631","1699","8.3","31.6","7","0.33","0.32","N/A","N/A","N/A","22-22-0","0.500"
"9084","Octobots","335","46.8","1631","1699","11.8","25.7","9.3","0.26","0.39","2023catt","Tidal Tumble","9","26-17-1","0.602"
"1250","Gator-Bots","336","46.8","1631","1699","14.9","24.3","7.6","0.19","0.61","N/A","N/A","N/A","15-13-1","0.534"
"5026","Iron Panthers","337","46.8","1631","1699","16.7","23","7.1","0.43","0.42","N/A","N/A","N/A","23-22-0","0.511"
"649","MSET Fish","338","46.8","1631","1699","14.7","25.4","6.8","0.4","0.41","N/A","N/A","N/A","24-19-0","0.558"
"7845","8BIT","339","46.8","1631","1699","13.4","24.3","9.1","0.33","0.5","N/A","N/A","N/A","26-20-0","0.565"
"1414","IHOT","340","46.8","1631","1699","15.2","26","5.6","0.41","0.38","N/A","N/A","N/A","42-23-1","0.644"
"3035","Droid Rage","341","46.8","1631","1699","10.1","25.4","11.3","0.42","0.46","N/A","N/A","N/A","29-29-1","0.500"
"2877","LigerBots","342","46.8","1631","1699","13.3","25.6","7.9","0.49","0.24","N/A","N/A","N/A","25-24-0","0.510"
"469","Las Guerrillas","343","46.7","1630","1698","13.2","24.7","8.9","0.41","0.54","N/A","N/A","N/A","47-24-2","0.658"
"2847","The MegaHertz","344","46.6","1630","1697","16.3","25.4","4.9","0.12","0.22","N/A","N/A","N/A","28-10-3","0.720"
"6421","WarriorBots","345","46.6","1630","1697","16.1","23.9","6.6","0.43","0.54","N/A","N/A","N/A","29-12-0","0.707"
"2714","♨️ BBQ ♨️","346","46.6","1630","1697","14.6","23.4","8.6","0.32","0.55","N/A","N/A","N/A","33-27-0","0.550"
"4068","Bearbotics","347","46.6","1630","1697","13","26.4","7.2","0.14","0.27","N/A","N/A","N/A","23-11-0","0.676"
"1599","CircuiTree","348","46.5","1629","1697","13.5","23.5","9.6","0.43","0.46","2023vabrb","Blue Ridge Brawl","9","37-21-0","0.638"
"4189","Chargers","349","46.5","1629","1697","14.9","23.3","8.3","0.32","0.45","N/A","N/A","N/A","33-14-0","0.702"
"5586","Bond Brigade","350","46.5","1629","1697","12.2","26.8","7.6","0.37","0.25","N/A","N/A","N/A","20-17-0","0.541"
"1023","Bedford Express","351","46.5","1629","1696","10.4","28.1","8.1","0.72","0.32","N/A","N/A","N/A","33-25-2","0.567"
"4131","Iron Patriots","352","46.5","1629","1696","14.8","24.6","7.1","0.23","0.35","N/A","N/A","N/A","39-35-0","0.527"
"6823","USM Robotics - Wildcats","353","46.5","1629","1696","13.6","25.9","7","0.23","0.33","N/A","N/A","N/A","34-17-0","0.667"
"281","The GreenVillains","354","46.3","1628","1694","15.7","24.5","6.1","0.49","0.26","N/A","N/A","N/A","38-19-1","0.664"
"4256","Cyborg Cats","355","46.2","1627","1694","11.5","26.4","8.3","0.34","0.36","N/A","N/A","N/A","20-10-0","0.667"
"369","High Voltage Robotics","356","46.2","1627","1694","7.5","27.9","10.9","0.39","0.33","N/A","N/A","N/A","15-14-0","0.517"
"2158","ausTIN CANs","357","46.2","1627","1694","15.1","24.6","6.5","0.27","0.31","N/A","N/A","N/A","28-18-1","0.606"
"2169","KING TeC","358","46.2","1627","1694","15.2","23.6","7.4","0.41","0.21","N/A","N/A","N/A","17-21-0","0.447"
"2791","Shaker Robotics","359","46.2","1627","1693","13.7","28.7","3.7","0.17","0.11","N/A","N/A","N/A","21-19-0","0.525"
"7257","Sauk Centre Robotics","360","46.1","1627","1693","9.5","27.5","9.1","0.13","0.3","N/A","N/A","N/A","10-4-0","0.714"
"27","Team RUSH","361","46.1","1627","1693","10.3","27.4","8.4","0.63","0.29","N/A","N/A","N/A","47-31-2","0.600"
"525","Swartdogs","362","46.1","1627","1692","12.7","26.1","7.3","0.3","0.21","N/A","N/A","N/A","19-10-1","0.650"
"1807","Redbird Robotics","363","46","1626","1692","9.6","30.1","6.4","0.47","0.3","N/A","N/A","N/A","55-20-0","0.733"
"2590","Nemesis","364","46","1626","1692","13.8","25.5","6.7","0.47","0.26","N/A","N/A","N/A","27-26-1","0.509"
"6995","NOMAD","365","46","1626","1692","11.8","28.3","5.9","0.12","0.05","N/A","N/A","N/A","34-18-0","0.654"
"1561","ROBODUCKS","366","46","1626","1692","12","25.2","8.8","0.33","0.34","N/A","N/A","N/A","39-20-0","0.661"
"1296","Full Metal Jackets","367","45.9","1626","1691","14.3","27","4.6","0.37","0.26","N/A","N/A","N/A","33-21-0","0.611"
"6510","Pymble Pride","368","45.9","1626","1691","14.4","24.1","7.5","0.19","0.39","N/A","N/A","N/A","31-11-0","0.738"
"3539","Byting Bulldogs","369","45.9","1625","1691","10.9","25.5","9.4","0.55","0.37","N/A","N/A","N/A","51-25-1","0.669"
"2412","Robototes","370","45.8","1625","1690","11.1","28.4","6.3","0.51","0.24","N/A","N/A","N/A","30-25-0","0.545"
"5006","Apophis","371","45.8","1625","1690","9.9","26.9","9","0.17","0.4","N/A","N/A","N/A","30-27-0","0.526"
